Station Number,State,Temp Min,Temp Max,DO Min,DO Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Faecal Coliform Min,Faecal Coliform Max,Total Coliform Min,Total Coliform Max
1391,TELANGANA,22,31,0.1,2.5,7.4,8,952,1415,9,26,0,9.9,58,150,300,520
1788,TELANGANA,25,30,0.1,1.2,7.4,8.1,940,1688,18,40,0,9.3,60,90,250,850
1789,TELANGANA,20,30,3.8,6.2,7.9,8.6,277,444,1,3,0,1.9,10,35,186,380
2340,TELANGANA,22,27,1.9,6,7.6,8.5,902,1420,10,18,0,5.7,54,100,250,450
2341,TELANGANA,25,30,0.1,2.4,7.4,8.5,1343,1663,8,29,0,10.9,30,45,280,846
2342,TELANGANA,25,30,0.1,0.1,7.1,8.1,1068,2702,20,55,0,6.86,30,55,180,1000
3068,TELANGANA,7,29,5.2,60,7.6,8.5,220,320,1,3,0,2.3,15,40,150,300
3069,TELANGANA,22,30,2.9,5.2,7.6,8.5,251,510,1,6,0,6.1,15,45,14,798
3070,TELANGANA,24,30,1.5,3.8,7.1,8.7,576,1064,3,13,0,7.6,35,80,270,740
3071,TELANGANA,24,34,0.1,2.2,7.1,7.9,939,1398,10,28,0,4.8,48,80,321,520
3072,TELANGANA,24,30,0.1,1.8,7.3,8.1,1043,1737,10,18,0,6.4,45,75,100,400
3073,TELANGANA,20,32,0.1,2,7.4,8.5,813,1790,12,30,0,5.42,20,50,200,920
3074,TELANGANA,22,34,0.1,1,7.1,8.3,880,1289,10,30,0,4.6,38,80,310,820
2344,TELANGANA,22,27,0.1,0.9,7.3,8.3,928,1978,13,26,0,10.3,72,120,200,500
2345,TELANGANA,25,31,0.1,1.7,7.2,8.5,8950,32600,107,220,0,28.3,30,50,200,261
2346,TELANGANA,25,30,5.1,5.9,7.8,8.8,358,480,2,5,0,4.6,62,120,352,1000
2347,TELANGANA,20,38,0.1,0.1,4.9,7.6,6080,20680,86,204,27.16,102,8,45,125,200
2357,TELANGANA,20,27,1,2,7.1,8.6,822,1473,5,12,0,10.3,32,65,250,520
2359,TELANGANA,22,28,0.1,4,7.4,8.3,1078,2425,15,28,0,3.3,60,90,270,420
3075,TELANGANA,20,33,0.1,3.1,7.4,8.1,662,1482,12,22,0,8.6,36,60,280,402
3076,TELANGANA,22,33,0.1,2.6,7.4,8.6,830,1736,9,20,0,20.1,40,130,396,1760
3077,TELANGANA,25,30,0.1,3,6.9,8.3,812,1350,7,18,0,3,80,150,400,1100
3078,TELANGANA,25,33,0.1,3.8,7.3,7.9,827,1653,8,20,0,7.4,88,150,250,360
1447,TELANGANA,23,33,5.4,6.3,7.6,8.6,224,465,2,4,0,2.1,76,140,426,1000
1464,TELANGANA,20,29,6.1,8.2,7.4,8.5,365,628,3,6,4.6,15,4,20,50,165
1780,TELANGANA,21,38,4.9,8,7.2,8.3,1163,1825,8,15,13.5,39,8,26,10,164
1783,TELANGANA,20,36,5.6,7.8,6.7,7.9,1437,6710,6,10,9,33,5,33,69,342
2343,TELANGANA,20,30,0.1,1,5.7,7.9,2223,7570,17,35,0,5.2,41,80,112,250
2348,TELANGANA,21,28,6.2,7.1,7.1,7.8,3650,5586,8,10,0,30,4,6,75,180
2358,TELANGANA,23,29,0.1,0.8,7.3,8.3,1175,2059,18,40,0,18.1,62,90,300,800
3084,TELANGANA,22,30,4,5.9,7.5,8.9,310,468,3,5,0,4.5,70,120,195,320
3085,TELANGANA,25,30,3.7,4.8,7.5,8.7,870,1169,12,28,0,15.6,39,60,360,800
3086,TELANGANA,19,36,0.1,7.8,7.2,8.3,728,1491,4,12,10,38,5,30,56,250
1727,TRIPURA,25,27,7.2,8.6,7.4,8.5,103,195,1,2.5,0.52,1.24,170,220,280,350
1728,TRIPURA,25,27,6.9,7.9,6.7,8.1,123,235,1.1,2.6,0.29,0.85,170,220,280,350
3391,TRIPURA,25,27,6.8,8.1,7.1,7.8,72,128,0.5,2,0.45,1.77,120,220,210,350
3392,TRIPURA,24,27,4.1,5.7,8.1,9,89,141,0.2,0.9,0.19,0.67,170,220,280,400
3393,TRIPURA,25,27,5.1,6.8,7.6,8.6,94,179,0.4,1.5,0.3,1.13,170,210,280,350
3394,TRIPURA,24.5,27,7.7,9,8.4,9.5,94,173,0.6,3,0.31,1.12,170,220,280,350
3395,TRIPURA,24.5,27,7.1,8.2,8.1,9,92,169,0.5,2.1,0.11,0.37,170,220,350,350
3396,TRIPURA,24.5,27,7.3,9,7,8.5,97,167,0.5,1.9,0.1,0.33,170,220,280,350
1364,UTTAR PRADESH,15,30,7.1,8.6,7.5,8.3,258,685,3.9,5.1,0,1.66,2100,22000,4900,35000
2499,UTTAR PRADESH,20,32,5,6.3,8.1,8.2,352,618,4.5,4.9,0.09,1.12,4700,6800,8000,8900
1765,WEST BENGAL,23,34,5,14.7,5.8,9.3,240,578,2.4,13.2,0.43,0.69,400,13000,800,17000
2503,WEST BENGAL,21,35,4.1,25.5,7.6,9.2,618,764,5.3,22.2,0,2.31,70000,300000,90000,500000
2504,WEST BENGAL,21,35,3.9,17,7.5,8.9,629,794,4,18,0,2.75,80000,240000,110000,300000
2505,WEST BENGAL,21,35,5.3,22,7.8,9,615,768,1.9,23.3,0,2.48,80000,280000,110000,350000
2519,WEST BENGAL,21,30,5.5,78,6.8,8.8,36,79,2.4,4.5,0.33,0.48,1300,6000,3300,22000
2520,WEST BENGAL,10,20,6.4,7.3,6.7,7.6,64,139,2.3,3.6,0.3,0.63,2700,8000,9000,70000
2521,WEST BENGAL,10,24,7.1,8.6,7,8,15,44,0.8,2.5,0.31,0.6,110,230,400,1400
2522,WEST BENGAL,4,13,7.6,8.8,6.1,7.8,10,34,0.5,2.4,0.37,0.53,90,140,170,1400
2539,WEST BENGAL,20,34,6.4,9.8,7.4,8.1,161,299,1.1,5.4,0.06,0.5,700,2600,1400,3400
2544,WEST BENGAL,18,32,2.4,8.1,7.1,8.3,384,554,0.6,5.4,0.07,0.63,1700,17000,3300,28000
2354,"ANDHRA
 PRADESH",25,31,5.2,6.8,6.6,7.8,259,529,1,2.2,0.66,2.16,9,28,120,450
2355,"ANDHRA
 PRADESH",25,30,5,7.4,6.6,7.9,1432,37591,1,2.3,1.25,2.71,11,39,210,4500
3051,"ANDHRA
 PRADESH",21,27,1.4,5.6,6.5,8.4,762,1392,4.1,18,1.5,16.8,2,4,1600,2100
2265,GOA,27,32,7,9.6,6.1,7.1,45,128,0.7,4.9,0,1.45,790,3500,1300,5400
2266,GOA,28,32,4.9,9.3,4.6,8.1,52,1572,0.3,3.6,0.01,6.72,130,5400,230,9200
2268,GOA,27.2,35.5,3.2,7.6,6.2,7.7,518,51040,0.5,3.9,0.08,0.83,78,4900,130,7900
2073,GUJARAT,26,31,4.6,9.6,8.1,8.5,221,332,0.6,2,0.03,0.9,2,4,2,14
2074,GUJARAT,29,32,5,7.7,7.4,8.5,255,1120,1,1.2,0.12,0.55,8,33,17,79
3461,KERALA,26,237,1.3,7.3,6.5,8,910,49600,0.5,4.4,0.03,0.68,30,10000,170,14000
3467,KERALA,26,32.5,0,6.6,6.3,7.1,212,37630,0.4,3.2,0.29,4.2,700,120000,1380,140000
3469,KERALA,26,29.7,1.3,3.8,6.4,7.1,60,102,1.4,3.9,0.19,0.96,200,49000,480,70000
2428,ODISHA,26,33,6.6,9,7.5,8.4,117,220,0.3,1.6,0.12,0.99,1300,16000,2400,16000
2429,ODISHA,27,32,4,7.6,7.2,8.4,161,253,1.1,2.8,0.21,1.17,3300,160000,4900,160000
2430,ODISHA,22,32,3.6,8,7.3,8.5,169,18370,0.5,5.8,0.03,3.54,790,160000,2200,160000
3950,ODISHA,28,32,6.1,7.4,7.5,8.4,158,239,1,3.9,0.13,1.02,17000,160000,35000,160000
3951,ODISHA,28,32,5.3,7.4,7.4,8.4,165,230,1.4,3.9,0.15,1.03,5400,160000,13000,160000
3952,ODISHA,27,31,4.9,8.4,7.4,8.5,163,239,0.9,1.7,0.22,2.05,4900,92000,4900,160000
3958,ODISHA,26,30,5.1,15.2,7.6,8.3,152,225,0.3,3.7,0.09,2.46,45,160000,1100,160000
3959,ODISHA,21,32,4.4,7.6,7.3,8.3,124,246,0.5,2,0.12,1.94,320,17000,560,54000
3960,ODISHA,21,33,4.8,8.6,8,8.4,161,235,0.9,1.5,0.21,2.28,78,9200,170,16000
2932,RAJASTHAN,18,32,4.5,6.1,6.7,8.6,200,6400,1.3,3.2,1.54,3.1,4,20,7,460
2933,RAJASTHAN,16.9,34.1,4.5,5.9,7.4,8.4,200,430,1,2.1,0.8,1.84,7,21,20,150
2934,RAJASTHAN,15.3,31.9,4.6,5.8,7.3,8.3,240,310,1.3,1.9,1.14,2.8,7,21,20,240
1729,TRIPURA,25,27,0.6,3.2,8.4,9.6,17,269,11.7,19.9,1.2,2.22,350,430,540,920
3387,TRIPURA,23,26,5.7,6.6,7,8,100,179,0.5,2.3,0.16,0.35,170,220,280,350
3388,TRIPURA,23.5,27,5.2,6.5,6.6,7.9,51,123,0.4,1.4,0.32,0.82,170,220,350,350
3389,TRIPURA,24,26.5,5.8,6.9,7,8.1,89,173,0.4,1.6,0.18,0.47,110,220,210,350
3390,TRIPURA,24,27,4.3,5.5,7.3,8.4,93,151,0.4,1.3,0.16,0.56,170,220,350,350
2267,GOA,25,33,4.2,12.9,6.6,7.9,884,99200,1.4,6.9,0.23,30.61,78,13000,130,17000
2080,GUJARAT,25,34,4.6,6.4,7,8.2,830,10270,1.3,2.8,0.01,0.16,54,172,212,426
2081,GUJARAT,28,35,1.1,6.1,7.2,8.6,553,2210,2,21,0.17,0.73,33,110,110,540
3196,GUJARAT,29,34,0,6.3,6.4,8.1,507,3420,3,44,0.19,0.42,33,170,210,4000
1316,MAHARASHTRA,27,34,3.1,6.7,6.8,7.7,403,62310,4,18,1,5.6,33,920,170,1600
1317,MAHARASHTRA,26,34,2.6,4.6,7,7.5,28570,68510,12,21,0.9,3.2,49,1600,220,1600
1318,MAHARASHTRA,27,32,3.2,5.5,7.1,7.8,595,63470,8,18,0.8,3.1,63,1600,210,1600
2184,MAHARASHTRA,23,27,3,6.2,6.6,7.6,1818,55920,3.8,20,1.2,4.1,33,540,79,920
2185,MAHARASHTRA,29,36,3.1,6.5,6.7,7.6,963,60390,5,18,1.1,4.8,49,920,150,1600
2791,MAHARASHTRA,28,34,3.3,7.4,6.5,7.4,197,17750,3.6,60,0.6,5,33,220,170,540
2792,MAHARASHTRA,23,36,3.4,6.9,6.8,7.7,279,37890,4,17,1.5,7,33,350,170,540
2793,MAHARASHTRA,23,36,3.8,6.5,6.8,7.7,281,37940,4,14,1.5,7.1,34,920,220,1600
2794,MAHARASHTRA,23,36,3.7,6.5,6.9,7.6,294,46140,4,17,1.4,6.4,46,350,170,920
2795,MAHARASHTRA,23,36,3.2,6.4,6.8,7.6,275,46510,4,16,1.5,6.4,33,540,170,920
2796,MAHARASHTRA,28,35,3.4,6.9,6,7.6,231,68840,5,160,0.8,4.6,27,540,170,920
2799,MAHARASHTRA,25,30,3.1,5,6.9,8.4,40200,68480,10,20,0.5,4.8,33,240,110,540
2800,MAHARASHTRA,25,30,4,7,6.6,8.2,216,23410,4,12,0.3,14.9,46,240,140,430
2801,MAHARASHTRA,25,32,3.1,6.7,7.4,8,222,69780,4,20,0.3,2.5,27,240,150,350
2802,MAHARASHTRA,25,30,3.1,5.9,7.1,8,319,69550,5,20,0.74,2.5,17,540,46,920
2803,MAHARASHTRA,20,28,3.2,5.8,6,7.8,113,59452,4,23,0.6,7.1,33,350,170,540
2804,MAHARASHTRA,22,24,4.1,7,6.8,8,82,5980,2.2,5.2,0.13,1.63,10,70,47,240
2439,ODISHA,21,31,5.4,7.3,7.7,8.2,31670,59240,0.6,3,0.35,2.59,5,5400,21,9200
2440,ODISHA,21,30,5.8,8.5,7.4,8.2,32190,62520,0.3,1.4,0.11,3.84,2,45,2,78
2441,ODISHA,10,30,5.2,7.7,7.8,8.4,34408,58050,0.3,1.8,0.24,2.55,2,130,2,230
3961,ODISHA,24,31,2.6,5.9,5.6,7.2,1296,28770,2.3,9.3,0.57,3.9,790,22000,330,54000
2805,MAHARASHTRA,27,36,3.2,6.4,6.9,8,410,70220,5,20,0.7,3.7,94,1600,430,1600
2806,MAHARASHTRA,27,36,3,7,6.7,8,535,66610,5,24,0.8,3.1,94,1600,540,1600
2807,MAHARASHTRA,25,30,3,5.5,6.7,8.3,16660,68100,10,525,0.5,13,22,1600,70,1600
2808,MAHARASHTRA,28,33,3,5,7.1,7.7,28430,68480,10,20,0.6,3.3,350,920,540,1600
2809,MAHARASHTRA,27,32,2.9,5,7.1,7.7,28340,67570,9,20,0.9,3.3,280,1600,430,1600
2810,MAHARASHTRA,28,34,3,5.4,7,7.7,28380,67280,9,20,0.8,3.2,540,1600,920,1600
2811,MAHARASHTRA,27,32,3,5,7.1,7.8,28350,63450,10,22,0.8,5,110,1600,240,1600
2812,MAHARASHTRA,23,32,3,5,6.6,7.9,32570,68870,11,42,0.8,2.4,21,1600,70,1600
2813,MAHARASHTRA,22,38,4.3,6.1,6.7,8,28360,63900,3,3.8,0.37,1.94,21,170,170,430
2815,MAHARASHTRA,23,36,4.4,6,7.3,8.3,29290,62900,3,3.8,0.12,2.17,13,220,210,920
2165,MAHARASHTRA,28,32,2.6,4.8,7,7.6,28300,69360,11,22,0.9,3.3,220,920,540,1600
2166,MAHARASHTRA,27,32,2.9,5.4,7,7.7,28450,68200,8,20,0.6,3.2,540,1600,920,1600
2167,MAHARASHTRA,27,34,3.3,5.3,7,7.8,28230,67430,9,20,0.9,3.1,240,1600,540,1600
2169,MAHARASHTRA,23,32,3,4.8,6.3,7.8,32530,69070,13,22,0.8,2.2,240,1600,540,1600
3052,ANDHRA PRADESH,22,27,2.1,5.5,6.8,7.9,802,3310,3.8,16.2,2,25,4,4,800,2200
3053,ANDHRA PRADESH,25,30,5.8,8.6,6.8,7.8,1379,51028,1.2,2.2,1.47,4.3,11,75,150,4200
3067,ANDHRA PRADESH,26,32,5.6,8,6.6,7.7,261,372,1.5,2.2,0.89,2.64,11,28,150,460
2048,CHANDIGARH,18,32,0.2,6.9,6.6,7.8,589,1091,58,299,0.21,8.1,6937,6937,9389,9389
3861,"HIMACHAL
 PRADESH",14,23,6.8,8.3,7,8.2,478,786,0.1,0.2,0.36,0.99,9,20,8,34
3865,"HIMACHAL
 PRADESH",18,26,7.1,7.8,7,8.3,384,642,0.1,0.3,0.16,1.24,11,14,21,32
3875,"HIMACHAL
 PRADESH",,,7,7.5,7.2,8.1,272,719,2,4,0.36,0.87,2,14,26,47
3881,"HIMACHAL
 PRADESH",22.5,26,1.5,6.8,7.3,8.3,443,4030,8,12,8.44,10.4,34,110,350,1600
2763,KARNATAKA,24,33,6.4,8.9,6.7,8.5,280,1400,0.5,2.9,0.24,2.82,130,500,220,1600
2178,MAHARASHTRA,12,29,1,6.4,7,8.3,232,1286,4,90,0.82,0.82,2,120,110,540
2782,MAHARASHTRA,23,36,1.3,4.4,6.6,7.9,529,47130,9,110,0.4,3,110,1600,540,1600
2783,MAHARASHTRA,23,37,4,6.8,6.7,7.6,331,47490,3.2,140,0.4,2.4,140,1600,920,1600
2784,MAHARASHTRA,23,36,2.4,3.1,6.8,7.7,821,26190,16,120,0.5,10.5,110,1600,920,1600
2785,MAHARASHTRA,24,30,3.3,3.3,6.9,8.5,6340,68200,18,1100,0.6,14.9,49,1600,280,1600
2789,MAHARASHTRA,26,26,5,5.4,8,8.4,744,944,5.6,5.8,1.3,1.6,95,120,550,900
3923,ODISHA,20,36,3.4,8.1,6.3,7.7,268,527,2.7,11.3,0.97,14.21,22000,160000,54000,160000
3930,ODISHA,20,29,6.2,8.4,7.3,8.5,167,1019,0.3,3.2,0.52,2.38,78,9200,230,16000
3934,ODISHA,22,33,5.8,7.8,7.4,8.3,136,788,0.4,1.9,0.72,7.24,330,4900,790,13000
3939,ODISHA,16,35,5.5,7.5,7.1,8.1,102,294,0.2,1.9,0.51,1.82,170,9200,490,92000
3057,TELANGANA,22,29,1.8,7,7.4,8.1,1029,1459,6,18,0.1,4.7,3,3,46,46
3059,TELANGANA,22,30,1.4,6.3,7.4,8.6,1186,1812,6,33,0.1,4.6,75,75,275,275
3061,TELANGANA,25,27,1,5.1,7.3,8.1,908,2073,8,20,0.1,4.1,4,4,304,304
3062,TELANGANA,24,27,1,3.1,7.4,7.9,1265,1784,8,26,3.3,3.3,3,3,290,290
3064,TELANGANA,22,29,1,3.8,7.3,8.2,888,1273,12,62,0.2,50.1,10,180,6,1610
3065,TELANGANA,20,29,1,1.5,7.1,8.2,951,1320,22,59,3.2,45.1,560,560,148,1690
3066,TELANGANA,24,32,1,4.2,7.1,7.7,830,1190,15,88,0.7,60.1,60,200,60,2400
2908,PUNJAB,20,35,1.1,5.8,7.2,8.2,596,1937,13,62,0.47,1.8,1700,6100,15000,40000
2909,PUNJAB,9,29,1,4.1,7.3,8.4,419,4062,12,70,0.09,2.64,1800,9400,15000,35000
